name	nodeType	year	placeNameFromCompany	placeNameGeocoded	lat	lon	osmID	textModified	textOriginal	normalizationNotes	lineID
Süddeutsche Radio- u. Telefon-A.-G., München.	company	1926	München	München	48.1371079	11.5753822	62428	False	Süddeutsche Radio- u. Telefon-A.-G., München.		90191
Baumwoll-Spinnerei Zwickau.	company	1926	Zwickau	Zwickau	50.7185043	12.4939267	397076	False	Baumwoll-Spinnerei Zwickau.		90201
S. A. d’Industrie Cotonniere, Mulhouse, Haut-Rhin, France.	company	1926	Mulhouse, Haut-Rhin, France	Mülhausen	47.7467233	7.3389937	38246	False	S. A. d’Industrie Cotonniere, Mulhouse, Haut-Rhin, France.		90212
Musikverlag Aktiengesellschaft, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Musikverlag Aktiengesellschaft, Berlin.		90233
Thüringer Wollwarenfabrik A.-G., Leipzig.	company	1926	Leipzig	Leipzig	51.3406321	12.3747329	62649	False	Thüringer Wollwarenfabrik A.-G., Leipzig.		90234
Briesenick A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Briesenick A.-G., Berlin.		90240
Concordia Alkaliwerke, Westerregen.	company	1926	Westerregen				-1	False	Concordia Alkaliwerke, Westerregen.		90242
Krausewerk A.-G., Leipzig.	company	1926	Leipzig	Leipzig	51.3406321	12.3747329	62649	False	Krausewerk A.-G., Leipzig.		90249
Leipziger Feuer-Versicherungs-Anstalt, Leipzig.	company	1926	Leipzig	Leipzig	51.3406321	12.3747329	62649	False	Leipziger Feuer-Versicherungs-Anstalt, Leipzig.		90250
Leipziger Lebensversicherungs-A.-G., Leipzig.	company	1926	Leipzig	Leipzig	51.3406321	12.3747329	62649	False	Leipziger Lebensversicherungs-A.-G., Leipzig.		90252
Th. Böhme Aktiengesellschaft, Chemnitz.	company	1926	Chemnitz	Chemnitz	50.8323531	12.918914	62594	False	Th. Böhme Aktiengesellschaft, Chemnitz.		90292
S. Schoenberger & Co., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	S. Schoenberger & Co., Berlin.	place	90327
S. Schoenberger & Co., Amsterdam.	company	1926	Amsterdam	Amsterdam	52.3730796	4.8924534	271110	False	S. Schoenberger & Co., Amsterdam.		90328
Deutsche Benzin- und Oelwerke A.-G., Regensburg.	company	1926	Regensburg	Regensburg	49.0195333	12.0974869	62411	False	Deutsche Benzin- und Oelwerke A.-G., Regensburg.		90338
Eduard Hauth A.-G., Düsseldorf.	company	1926	Düsseldorf	Düsseldorf	51.2254018	6.7763137	62539	False	Eduard Hauth A.-G., Düsseldorf.		90349
Gompara A.-G., Crefeld.	company	1926	Crefeld	Crefeld Close	51.48336283633198	-0.21506752681450939	3997663	False	Gompara A.-G., Crefeld.		90352
“Hansa“ Rheinische Immobilienbank A.-G., Düsseldorf.	company	1926	Düsseldorf	Düsseldorf	51.2254018	6.7763137	62539	False	“Hansa“ Rheinische Immobilienbank A.-G., Düsseldorf.		90353
Magazijn de Bijenkorf A.-G., Amsterdam.	company	1926	Amsterdam	Amsterdam	52.3730796	4.8924534	271110	False	Magazijn de Bijenkorf A.-G., Amsterdam.		90356
Vogtl. Congreß- u. Madras Weberei, Oelsnitz i. V.	company	1926	Oelsnitz i. V.				-1	False	Vogtl. Congreß- u. Madras Weberei, Oelsnitz i. V.		90365
Bach Eichenwald-Werk A.-G., Leipzig, Paunsdorf.	company	1926	Leipzig, Paunsdorf	Paunsdorf	51.3523669	12.4685167	310240910	False	Bach Eichenwald-Werk A.-G., Leipzig, Paunsdorf.		90368
Holsaia-Werke, Altona-Ottensen.	company	1926	Altona-Ottensen	Ottensen	53.5550658	9.9198188	183619	False	Holsaia-Werke, Altona-Ottensen.		90377
Schuhfabrik Rheinland A.-G., Barmen.	company	1926	Barmen	Barmen	50.9452228	6.3057384	9928911	False	Schuhfabrik Rheinland A.-G., Barmen.		90380
Vietz A.-G. für Parfümerie n. Seifenfabrikation, Altona a. E.	company	1926	Altona a. E.	Altona	53.5864667	9.777670940463931	30223	False	Vietz A.-G. für Parfümerie n. Seifenfabrikation, Altona a. E.		90381
Pasewalker Kleinbahn A.-G.	company	1926					-1	False	Pasewalker Kleinbahn A.-G.		90385
Futtermittelwerk Stettin G. m. b. H.	company	1926					-1	False	Futtermittelwerk Stettin G. m. b. H.		90387
Luftverkehr Pommern G. m. b. H.	company	1926					-1	False	Luftverkehr Pommern G. m. b. H.		90389
Landwirtschaft Handowbruch G. m. b. H.	company	1926					-1	False	Landwirtschaft Handowbruch G. m. b. H.		90390
Niedersächsische Wirtschafts-A.-G., Hannover.	company	1926	Hannover	Hannover	52.3744779	9.7385532	59418	False	Niedersächsische Wirtschafts-A.-G., Hannover.		90399
Pommerisch-Märkische Wirtschafts-A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Pommerisch-Märkische Wirtschafts-A.-G., Berlin.		90400
Bielefelder Keksfabrik Stratmann u. Meyer A.-G.	company	1926	Bielefeld	Bielefeld	52.0191005	8.531007	62646	False	Bielefelder Keksfabrik Stratmann u. Meyer A.-G.		90403
Bauindustrie Wunstorf A.-G.	company	1926	Wunstorf	Wunstorf	52.4257979	9.4294425	73888	False	Bauindustrie Wunstorf A.-G.		90405
C. Pecher Detmolder Keksfabrik A.-G.	company	1926					-1	False	C. Pecher Detmolder Keksfabrik A.-G.		90406
Gebr. Jänecke u. Fr. Schneemann K.-G. a. A., Hannover.	company	1926	Hannover	Hannover	52.3744779	9.7385532	59418	False	Gebr. Jänecke u. Fr. Schneemann K.-G. a. A., Hannover.		90409
Union A.-G. für Metallindustrie, Hannover.	company	1926	Hannover	Hannover	52.3744779	9.7385532	59418	False	Union A.-G. für Metallindustrie, Hannover.		90410
Andrea Brauerei A.-G., Haspe.	company	1926	Haspe	Haspe	51.330382549999996	7.431818177683537	7244759	False	Andrea Brauerei A.-G., Haspe.		90434
??? Braunkohlenwerke Neukirchen-Wyhra A.-G.	company	1926					-1	False	??? Braunkohlenwerke Neukirchen-Wyhra A.-G.		90448
Gewerkschaft Wilhelmschacht, Bonn.	company	1926	Bonn	Bonn	50.7352621	7.1024635	62508	False	Gewerkschaft Wilhelmschacht, Bonn.		90453
Aegis? bulgarische Produktions- und Handels-Akt.-Ges., Solin.	company	1926	Solin	Solin	43.549226399999995	16.47854408299922	2827005	False	Aegis? bulgarische Produktions- und Handels-Akt.-Ges., Solin.		90465
N.V. Elektro-Mechanisch Bureau, Den Haag.	company	1926	Den Haag	Den Haag	52.0799838	4.3113461	192737	False	N.V. Elektro-Mechanisch Bureau, Den Haag.		90466
Saar-Industrie A.-G., Saarbrücken.	company	1926	Saarbrücken	Saarbrücken	49.234362	6.996379	1187159	False	Saar-Industrie A.-G., Saarbrücken.	uncertain	90467
S???-Bretower? Portland-Cementfabrik, Saarbrücken.	company	1926					-1	False	S???-Bretower? Portland-Cementfabrik, Saarbrücken.		90468
Joseph Lehner Akt.-Ges., Dresden.	company	1926	Dresden	Dresden	51.0493286	13.7381437	191645	False	Joseph Lehner Akt.-Ges., Dresden.		90472
Deutsche Südsee-Aktiengesellschaft, Bremen.	company	1926	Bremen	Bremen	53.0758196	8.8071646	62559	False	Deutsche Südsee-Aktiengesellschaft, Bremen.		90489
Kraft-Verkehrs-Gesellschaft “Nordmark“, Altona.	company	1926	Altona	Altona	53.5864667	9.777670940463931	30223	False	Kraft-Verkehrs-Gesellschaft “Nordmark“, Altona.		90493
A.-G. Westfälisches Volksblatt, Paderborn.	company	1926	Paderborn	Paderborn	51.7177044	8.752653	148074	False	A.-G. Westfälisches Volksblatt, Paderborn.		90509
Gülnitzthal, Eisenbahn-A.-G., Budapest.	company	1926	Budapest	Budapest	47.4978789	19.0402383	1244004	False	Gülnitzthal, Eisenbahn-A.-G., Budapest.		90529
Vinkovce-Brockaer Local-Eisenb. A.G., Budapest.	company	1926	Budapest	Budapest	47.4978789	19.0402383	1244004	False	Vinkovce-Brockaer Local-Eisenb. A.G., Budapest.		90530
Merx Großhandel-Akt.-Ges., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Merx Großhandel-Akt.-Ges., Berlin.		90535
Eisenwerk (vorm. Nagel-Kaemp) A.-G., Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Eisenwerk (vorm. Nagel-Kaemp) A.-G., Hamburg.		90575
Actien-Zuckerfabrik Salzdahlum.	company	1926	Salzdahlum	Salzdahlum	52.20291715	10.587637332989853	1729695	False	Actien-Zuckerfabrik Salzdahlum.		90583
Gewerkschaft Carlshall, Löhne.	company	1926	Löhne	Löhne	52.1990346	8.7141587	147449	False	Gewerkschaft Carlshall, Löhne.		90592
Gewerkschaft Hildaglück, Gotha.	company	1926	Gotha	Gotha	50.9494849	10.7014435	2818690	False	Gewerkschaft Hildaglück, Gotha.	place	90593
Gewerkschaft Glückaufbank.	company	1926					-1	False	Gewerkschaft Glückaufbank.		90594
Fahrverein Weißensee.	company	1926	Weißensee	Weißensee	51.1994358	11.068097	2410105	False	Fahrverein Weißensee.		90634
Terraingesellschaft Heimendorf, Wildstr. m. b. H.	company	1926					-1	False	Terraingesellschaft Heimendorf, Wildstr. m. b. H.		90636
Vereinigung Oberschlesischer Zuckerfabriken A.-G., Roswadze.	company	1926	Roswadze	Roswadze	50.43181	18.10038	18096812	False	Vereinigung Oberschlesischer Zuckerfabriken A.-G., Roswadze.		90637
Secessionshaus G. m. b. H., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Secessionshaus G. m. b. H., Berlin.		90638
N. V. Buitenlandsche Herverz My., Amsterdam.	company	1926	Amsterdam	Amsterdam	52.3730796	4.8924534	271110	False	N. V. Buitenlandsche Herverz My., Amsterdam.		90651
“Continentale“, Frachten-Revisionsgesellschaft m. b. H., Frankfurt a. M.	company	1926	Frankfurt a. M.	Frankfurt am Main	50.1106444	8.6820917	62400	False	“Continentale“, Frachten-Revisionsgesellschaft m. b. H., Frankfurt a. M.		90654
N. N. Het Noordelyk Assurantie-Kantoor, Groningen.	company	1926	Groningen	Groningen	53.2190652	6.5680077	409863	False	N. N. Het Noordelyk Assurantie-Kantoor, Groningen.		90655
Westfälische Stanz- u. Emailierwerke A.-G., vorm. I. & H. Kerkmann, Ahlen.	company	1926	Ahlen	Ahlen	51.7627633	7.8909086	152285	False	Westfälische Stanz- u. Emailierwerke A.-G., vorm. I. & H. Kerkmann, Ahlen.		90669
Scholz Grünlack Aktiengesellschaft.	company	1926					-1	False	Scholz Grünlack Aktiengesellschaft.		90673
Deutsche Kommunalbank, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Deutsche Kommunalbank, Berlin.		90677
Bank für wirtschaftliche Anlagen Aktiengesellschaft, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Bank für wirtschaftliche Anlagen Aktiengesellschaft, Berlin.		90680
Leipziger Aktiengesellschaft vormals Nettelein & Co., Leipzig.	company	1926	Leipzig	Leipzig	51.3406321	12.3747329	62649	False	Leipziger Aktiengesellschaft vormals Nettelein & Co., Leipzig.		90688
A. Schefner? u. Sohn A.G., Elberfeld.	company	1926	Elberfeld	Elberfeld	38.1597668	-87.4483482	127847	False	A. Schefner? u. Sohn A.G., Elberfeld.		90692
Leipziger Westend-Baugesellschaft.	company	1926	Leipzig	Leipzig	51.3406321	12.3747329	62649	False	Leipziger Westend-Baugesellschaft.		90698
Niedersachsenwerke A.-G., Lamspringe.	company	1926	Lamspringe	Lamspringe	51.9597621	10.009887	6681691	False	Niedersachsenwerke A.-G., Lamspringe.		90711
Greppiner Werke.	company	1926	Greppin	Greppin	51.64881975	12.297961917969978	2293560	False	Greppiner Werke.		90715
Koholyt Aktiengesellschaft Abteilung Königsberger Zellstoff-Fabriken.	company	1926					-1	False	Koholyt Aktiengesellschaft Abteilung Königsberger Zellstoff-Fabriken.		90722
Rheinische Fabrik Godesberg Aktien-Gesellschaft.	company	1926					-1	False	Rheinische Fabrik Godesberg Aktien-Gesellschaft.		90736
Kohlscheider Act.-Ges. Selbsthilfe.	company	1926					-1	False	Kohlscheider Act.-Ges. Selbsthilfe.		90771
Ver. Blei- u. Zinnwerke G. m. b. H., Köln.	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Ver. Blei- u. Zinnwerke G. m. b. H., Köln.	place	90777
“Kompaj“ Transport- und Rückversicherungs-A.-G., Mannheim.	company	1926	Mannheim	Mannheim	49.4892913	8.4673098	62691	False	“Kompaj“ Transport- und Rückversicherungs-A.-G., Mannheim.		90795
Säurewerke Philippsburg A.-G.	company	1926					-1	False	Säurewerke Philippsburg A.-G.		90797
Portl.-Cementw. Heidelberg-Mannheim-Stuttgart A.-G.	company	1926					-1	False	Portl.-Cementw. Heidelberg-Mannheim-Stuttgart A.-G.		90803
Portlandcementfabrik Ulm A.-G.	company	1926	Ulm	Ulm	48.3984968	9.9912458	62495	False	Portlandcementfabrik Ulm A.-G.		90805
Portland-Cement-Werk Biedesheim-Neckarelz A.-G.	company	1926	Biedesheim-Neckarelz				-1	False	Portland-Cement-Werk Biedesheim-Neckarelz A.-G.		90807
Römerwerk A.-G., Heidelberg.	company	1926	Heidelberg	Heidelberg	49.4093582	8.694724	285864	False	Römerwerk A.-G., Heidelberg.		90808
Vereinigte Weissenfelser Braunkohlen A.-G.	company	1926					-1	False	Vereinigte Weissenfelser Braunkohlen A.-G.		90809
Herrenhütte vorm. C. Genz A.-G., Heidelberg.	company	1926	Heidelberg	Heidelberg	49.4093582	8.694724	285864	False	Herrenhütte vorm. C. Genz A.-G., Heidelberg.		90817
Vereinigte Schweißmaschinen-Fabrik Becker u. Co. A.-G.	company	1926					-1	False	Vereinigte Schweißmaschinen-Fabrik Becker u. Co. A.-G.		90821
“Hermania“ Aktien-Gesellschaft vom Kgl. Preußische chemische Fabrik, Schönebeck.	company	1926	Schönebeck	Schönebeck (Elbe)	52.0205998	11.7383277	65420	False	“Hermania“ Aktien-Gesellschaft vom Kgl. Preußische chemische Fabrik, Schönebeck.		90829
Gewerkschaft Maximilian XVII Halberstadt	company	1926	Halberstadt	Halberstadt	51.8953514	11.0520563	1352956	False	Gewerkschaft Maximilian XVII Halberstadt		90831
Seehandels-A.-G., Altona.	company	1926	Altona	Altona	53.5864667	9.777670940463931	30223	False	Seehandels-A.-G., Altona.		90836
Möbelhaus Kram A.-G., Essen.	company	1926	Essen	Essen	51.4582235	7.0158171	62713	False	Möbelhaus Kram A.-G., Essen.		90846
Pfretzschner & Wagawa A.-G., Dresden.	company	1926	Dresden	Dresden	51.0493286	13.7381437	191645	False	Pfretzschner & Wagawa A.-G., Dresden.		90850
Hotel “Der Nassauer Hof“, Wiesbaden.	company	1926	Wiesbaden	Wiesbaden	50.0820384	8.2416556	62496	False	Hotel “Der Nassauer Hof“, Wiesbaden.		90858
Landwirtschaftliche Brandkasse, Hannover.	company	1926	Hannover	Hannover	52.3744779	9.7385532	59418	False	Landwirtschaftliche Brandkasse, Hannover.		90862
Osterwieck-Wasserlebener Eisenbahn-Aktiengesellschaft Osterwieck a. Harz.	company	1926	Osterwieck a. Harz	Osterwieck	51.8968374	10.7028485	1960103001	False	Osterwieck-Wasserlebener Eisenbahn-Aktiengesellschaft Osterwieck a. Harz.	place	90869
Ziederthal-Eisenbahn-Gesellschaft A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Ziederthal-Eisenbahn-Gesellschaft A.-G., Berlin.		90875
Klingemann u. Krebs, Eisen- u. Stahl-Aktiengesellschaft, Hannover.	company	1926	Hannover	Hannover	52.3744779	9.7385532	59418	False	Klingemann u. Krebs, Eisen- u. Stahl-Aktiengesellschaft, Hannover.		90890
Südd?. Portland-Cementwerke A.-G. Münsingen.	company	1926	Münsingen	Münsingen	46.8739775	7.5631943	1682570	False	Südd?. Portland-Cementwerke A.-G. Münsingen.		90918
Terrain Actiengesellschaft München-Nymphenburg	company	1926	München-Nymphenburg	München-Nymphenburg	48.1465005	11.4909752	3658965291	False	Terrain Actiengesellschaft München-Nymphenburg		90937
Obawerke? Aktiengesellschaft für Mineralölindustrie, Halle a. S.	company	1926	Halle a. S.	Halle am See	47.12474145	9.303656788360076	290111729	False	Obawerke? Aktiengesellschaft für Mineralölindustrie, Halle a. S.		90943
Hamburger Elektrizitäts-Werke.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Hamburger Elektrizitäts-Werke.		90959
Fabrvka Portland-cementu T.A.	company	1926					-1	False	Fabrvka Portland-cementu T.A.		90965
Generaldirektion der van den Bergh Werke m.b.H., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Generaldirektion der van den Bergh Werke m.b.H., Berlin.		90969
Thoreys Vereinigte Harburger Oelfabriken Aktien-Gesellschaft, Harburg (Elbe).	company	1926	Harburg (Elbe)	Elbe-Obst Neuenfelde	53.51174965	9.81551137339704	329262514	False	Thoreys Vereinigte Harburger Oelfabriken Aktien-Gesellschaft, Harburg (Elbe).		90972
Frister u. Rossmann A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Frister u. Rossmann A.-G., Berlin.		90986
Vereinigte Gummiwaarenfabriken Harburg-Wien.	company	1926					-1	False	Vereinigte Gummiwaarenfabriken Harburg-Wien.		91004
Aktiengesellschaft für Textilunternehmen, Vaduz.	company	1926	Vaduz	Vaduz	47.1392862	9.5227962	1155956	False	Aktiengesellschaft für Textilunternehmen, Vaduz.		91009
“Transalpina“ Industrie- und Handels-Akt.-Ges. in Zürich.	company	1926	Zürich	Zürich	47.3744489	8.5410422	1682248	False	“Transalpina“ Industrie- und Handels-Akt.-Ges. in Zürich.		91016
Vöslauer Kammgarn-Fabrik, Wien.	company	1926	Wien	Wien	48.2083537	16.3725042	109166	False	Vöslauer Kammgarn-Fabrik, Wien.		91017
Wienerberger Ziegelfabriks- u. Bauges. Wien.	company	1926	Wien	Wien	48.2083537	16.3725042	109166	False	Wienerberger Ziegelfabriks- u. Bauges. Wien.		91018
Erste Österreichische Sparkasse, Wien.	company	1926	Wien	Wien	48.2083537	16.3725042	109166	False	Erste Österreichische Sparkasse, Wien.		91023
Szamosthal-Eisenbahn A.-G. zu Dés, Rumänien.	company	1926	Dés, Rumänien	Deesch	47.1426672	23.8759884	10631192	False	Szamosthal-Eisenbahn A.-G. zu Dés, Rumänien.		91025
Ungarische Siemens-Schuckert Werke Aktien-Gesellschaft, Budapest.	company	1926	Budapest	Budapest	47.4978789	19.0402383	1244004	False	Ungarische Siemens-Schuckert Werke Aktien-Gesellschaft, Budapest.		91026
??? Salzwerke Aktiengesellschaft, Düsseldorf.	company	1926	Düsseldorf	Düsseldorf	51.2254018	6.7763137	62539	False	??? Salzwerke Aktiengesellschaft, Düsseldorf.		91032
Rheinische ??? für Braunkohlenrevier A.-G., Köln.	company	1926					-1	False	Rheinische ??? für Braunkohlenrevier A.-G., Köln.		91040
Leipziger Bank A.-G.	company	1926					-1	False	Leipziger Bank A.-G.		91044
Hamburger Gummiwarenfabrik Thiem? A.-G., Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Hamburger Gummiwarenfabrik Thiem? A.-G., Hamburg.		91050
??versicherungs-Gesellschaft Rheinland A.-G., Neuss.	company	1926	Neuss	Neuss	51.1981778	6.6916476	163307	False	??versicherungs-Gesellschaft Rheinland A.-G., Neuss.		91054
Bayerische Vereinsbank, Filiale Fürth.	company	1926	Fürth	Fürth	49.488571050000004	10.95872031326412	62374	False	Bayerische Vereinsbank, Filiale Fürth.		91067
Fabrik chemisch-pharmazeutischer Präparate, Drogengroßhandlung.	company	1926					-1	False	Fabrik chemisch-pharmazeutischer Präparate, Drogengroßhandlung.		91070
Landshuter Brauhaus A.-G Brauerei, Mälzerei und Nährmittelwerke, Landshut a. I.	company	1926	Landshut a. I.	Landshut	48.536217	12.1516551	62484	False	Landshuter Brauhaus A.-G Brauerei, Mälzerei und Nährmittelwerke, Landshut a. I.		91071
Aktienbrauerei Vilsbiburg A.-G., Vilsbiburg (Ndb.).	company	1926	Vilsbiburg (Ndb.)	Kirchstetten (Ndb), Abzw.	48.3934153	12.3550564	5611945210	False	Aktienbrauerei Vilsbiburg A.-G., Vilsbiburg (Ndb.).		91072
Schreiber & Co. G. m. b. H., Gütersloh.	company	1926	Gütersloh	Gütersloh	51.9063997	8.3782078	138119	False	Schreiber & Co. G. m. b. H., Gütersloh.		91076
Rheinhesische Konserven-A.-G. Nieder-Ingelheim, Nieder-Ingelheim a. Rh.	company	1926	Nieder-Ingelheim a. Rh.	Nieder-Ingelheim	49.977218	8.0728984	373446	False	Rheinhesische Konserven-A.-G. Nieder-Ingelheim, Nieder-Ingelheim a. Rh.		91086
W. Humpert A.-G., Berlin-Wien.	company	1926	Berlin-Wien	Haus Wien	52.50370125	13.328807108119197	1542134	False	W. Humpert A.-G., Berlin-Wien.		91117
A.-G. für Chemiewerte?, Mainz.	company	1926	Mainz	Mainz	49.9995205	8.2736253	62630	False	A.-G. für Chemiewerte?, Mainz.		91129
Erdöl-Bergbau-A.-G., Celle.	company	1926	Celle	Celle	52.624056	10.081052	1797918	False	Erdöl-Bergbau-A.-G., Celle.		91131
Philipp L. Fauth A.-G., München.	company	1926	München	München	48.1371079	11.5753822	62428	False	Philipp L. Fauth A.-G., München.		91132
Harzproduktenfabrik Laubenheim F. M. Pelzer A.-G., Laubenheim	company	1926	Laubenheim	Laubenheim	49.9185504	7.896673	1244002	False	Harzproduktenfabrik Laubenheim F. M. Pelzer A.-G., Laubenheim		91134
Internationale Tiefbohr-A.-G. Hermann Rautenkranz, Celle.	company	1926	Celle	Celle	52.624056	10.081052	1797918	False	Internationale Tiefbohr-A.-G. Hermann Rautenkranz, Celle.		91135
Rheinische Schiefergruben A.-G., Sauerthal b. Lorch.	company	1926	Sauerthal b. Lorch				-1	False	Rheinische Schiefergruben A.-G., Sauerthal b. Lorch.		91137
Weinkellerei der Casino-Gesellschaft G. m. b H., Biebrich a. Rh.	company	1926	Biebrich a. Rh.	Rhein-Main-Schnellweg	50.052593550000005	8.2384582	25920539	False	Weinkellerei der Casino-Gesellschaft G. m. b H., Biebrich a. Rh.		91138
The Pilot Insurance Company, New York.	company	1926	New York	New York	40.7127281	-74.0060152	175905	False	The Pilot Insurance Company, New York.		91143
Grazer-Kollacher Eisenbahn und Bergbau Gesellschaft, Graz	company	1926	Graz	Graz	47.0708678	15.4382786	34719	False	Grazer-Kollacher Eisenbahn und Bergbau Gesellschaft, Graz		91151
Südbahnbahn, Graz.	company	1926	Graz	Graz	47.0708678	15.4382786	34719	False	Südbahnbahn, Graz.		91152
Hermann Robert Müller A.-G., Limbach.	company	1926	Limbach	Limbach	50.7012045	7.7999792	453164	False	Hermann Robert Müller A.-G., Limbach.		91166
Otto Mossig A.-G., Siegenar.	company	1926	Siegenar				-1	False	Otto Mossig A.-G., Siegenar.		91167
Niederlausitzer-Bad Reichenhaller Chemische Werke “Nibrag“ A.-G.	company	1926					-1	False	Niederlausitzer-Bad Reichenhaller Chemische Werke “Nibrag“ A.-G.		91188
Gehr. Schrey, Aktiengesellschaft, Pirna.	company	1926	Pirna	Pirna	50.9616923	13.9386643	534516	False	Gehr. Schrey, Aktiengesellschaft, Pirna.		91192
Bank für Ton und Ziegelindustrie A.-G.	company	1926					-1	False	Bank für Ton und Ziegelindustrie A.-G.		91243
Steinvertriebs-A.-G.	company	1926					-1	False	Steinvertriebs-A.-G.		91244
Märkische Haftpflicht? Versicherungs Gesellschaft a.G.	company	1926					-1	False	Märkische Haftpflicht? Versicherungs Gesellschaft a.G.		91245
Aktiengesellschaft Charlottenburg Nieder??? i. W.	company	1926	Charlottenburg	Charlottenburg	52.5050484	13.3045162	3808290434	False	Aktiengesellschaft Charlottenburg Nieder??? i. W.		91263
Am??? Buder??? Berlin	company	1926					-1	False	Am??? Buder??? Berlin		91265
Rheinische Waren Handels A. G., Köln	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Rheinische Waren Handels A. G., Köln		91271
Rheinisch Westfälische Getriede Kredit A. G. Duisburg Múnster Duisburg.	company	1926					-1	False	Rheinisch Westfälische Getriede Kredit A. G. Duisburg Múnster Duisburg.		91272
Olsuna Rochela Plantagen-Gesellschaft, Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Olsuna Rochela Plantagen-Gesellschaft, Hamburg.		91290
Bremer Rolandmühle A.-G., Bremen.	company	1926	Bremen	Bremen	53.0758196	8.8071646	62559	False	Bremer Rolandmühle A.-G., Bremen.		91319
Lana Konfektion, Industrie u. Handels A.-G., Budapest.	company	1926	Budapest	Budapest	47.4978789	19.0402383	1244004	False	Lana Konfektion, Industrie u. Handels A.-G., Budapest.		91326
Gummiwerke Fulda A.-G.	company	1926					-1	False	Gummiwerke Fulda A.-G.		91329
Gesellschaft der Rigaer Baumwollspinnerei und Bandweberei Ledta, Riga.	company	1926	Riga	Riga	56.9493977	24.1051846	13048688	False	Gesellschaft der Rigaer Baumwollspinnerei und Bandweberei Ledta, Riga.		91330
Landwirtschaftliche An- und Verkaufsgenossenschaft m. b. H.	company	1926					-1	False	Landwirtschaftliche An- und Verkaufsgenossenschaft m. b. H.		91352
Memeler Discontobank A.-G.	company	1926					-1	False	Memeler Discontobank A.-G.		91354
Deutsche Bank, Filiale Duisburg.	company	1926	Duisburg	Duisburg	51.434999	6.759562	62456	False	Deutsche Bank, Filiale Duisburg.		91358
Gemeinnützige Siedlungsgesellschaften in verschiedenen Provinzen Preußens.	company	1926					-1	False	Gemeinnützige Siedlungsgesellschaften in verschiedenen Provinzen Preußens.		91365
Achenbahn-Gesellschaft in Salzburg.	company	1926	Salzburg	Salzburg	47.7981346	13.0464806	86538	False	Achenbahn-Gesellschaft in Salzburg.		91384
Farbenfabriken Schroeder & Stadelmann G. m. b. H., Oberlahnstein.	company	1926	Oberlahnstein	Oberlahnstein	50.3011686	7.6100803	4307845093	False	Farbenfabriken Schroeder & Stadelmann G. m. b. H., Oberlahnstein.		91392
Rheinische Zentralstelle für Lieferungen nach Frankreich und Belgien, Köln.	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Rheinische Zentralstelle für Lieferungen nach Frankreich und Belgien, Köln.		91394
Bergolin-Werke Walther van den Bergh K. a. A., Bremen.	company	1926	Bremen	Bremen	53.0758196	8.8071646	62559	False	Bergolin-Werke Walther van den Bergh K. a. A., Bremen.		91415
Bremer Wandplattenfabrik m. b. H., Vegesack.	company	1926	Vegesack	Vegesack	53.1705249	8.6238803	1112327	False	Bremer Wandplattenfabrik m. b. H., Vegesack.		91416
Deutsche Fischerei Aktiengesellschaft, Bremen-Vegesack.	company	1926	Bremen-Vegesack	Bremen-Vegesack	53.1698168	8.629978	5808908194	False	Deutsche Fischerei Aktiengesellschaft, Bremen-Vegesack.		91418
Deutsche Margarine- und Speisefettfabriken A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Deutsche Margarine- und Speisefettfabriken A.-G., Berlin.		91419
Eisenbahnindustrie- u. Handels-Aktienges., Bremen.	company	1926	Bremen	Bremen	53.0758196	8.8071646	62559	False	Eisenbahnindustrie- u. Handels-Aktienges., Bremen.		91420
Norddeutsche Munitions-Aktiengesellschaft, Bremen.	company	1926	Bremen	Bremen	53.0758196	8.8071646	62559	False	Norddeutsche Munitions-Aktiengesellschaft, Bremen.		91425
“Warenmarkt“ Aktiengesellschaft für Handel u. Industrie, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	“Warenmarkt“ Aktiengesellschaft für Handel u. Industrie, Berlin.		91430
